borrower_id,period,employee_count,wage_bill_inr,employer_contribution_inr,employee_contribution_inr,due_date,remittance_date,source,ingested_at,record_id,consent_id
MSME-00247,2025-04,13,222159.93,13329.6,13329.6,2025-05-15,2025-05-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,99802a73-cada-4c31-8c5c-c62fc8364938,127eae22-a18a-418b-955a-946672cb3902
MSME-00247,2025-05,13,256024.43,15361.47,15361.47,2025-06-15,2025-06-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,a7db1b9d-ba54-4c48-b73e-b7831fe55559,127eae22-a18a-418b-955a-946672cb3902
MSME-00247,2025-06,13,221072.9,13264.37,13264.37,2025-07-15,2025-07-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,a19ef934-0350-4bd1-85d7-294f996ea6a6,127eae22-a18a-418b-955a-946672cb3902
MSME-00247,2025-07,13,252079.4,15124.76,15124.76,2025-08-15,2025-08-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,840b0474-17c3-4e5c-9693-cf0a51cc5638,127eae22-a18a-418b-955a-946672cb3902
MSME-00247,2025-08,13,240277.97,14416.68,14416.68,2025-09-15,2025-09-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,d8593de8-5fca-481f-b3c6-9ca505da26ea,127eae22-a18a-418b-955a-946672cb3902
MSME-00247,2025-09,13,220542.15,13232.53,13232.53,2025-10-15,2025-10-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,f8278823-4027-4888-a777-0d292b44ed10,127eae22-a18a-418b-955a-946672cb3902
MSME-00247,2025-10,13,236647.39,14198.84,14198.84,2025-11-15,2025-11-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,c9d9dace-fd8f-413c-8b6a-65d4ab92e483,127eae22-a18a-418b-955a-946672cb3902
MSME-00247,2025-11,13,213806.15,12828.37,12828.37,2025-12-15,2025-12-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,b2814fca-e348-41d3-9188-af543675b7e9,127eae22-a18a-418b-955a-946672cb3902
MSME-00247,2025-12,13,232851.53,13971.09,13971.09,2026-01-15,,epfo_contributions,2026-07-07T17:29:40.342070+00:00,0bddbc8e-868e-4a56-8213-ed0f92076260,127eae22-a18a-418b-955a-946672cb3902
MSME-00247,2026-01,13,227002.29,13620.14,13620.14,2026-02-15,2026-02-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,54e1a4aa-0055-4603-9148-1b0ade0cc782,127eae22-a18a-418b-955a-946672cb3902
MSME-00247,2026-02,13,254364.09,15261.85,15261.85,2026-03-15,2026-03-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,f892c1fb-c375-431a-b0f8-b1a9d59a0050,127eae22-a18a-418b-955a-946672cb3902
MSME-00247,2026-03,13,239758.3,14385.5,14385.5,2026-04-15,2026-04-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,d468253f-07f1-4439-9fc7-b15fb8037b46,127eae22-a18a-418b-955a-946672cb3902
MSME-00247,2026-04,13,212224.75,12733.48,12733.48,2026-05-15,,epfo_contributions,2026-07-07T17:29:40.342070+00:00,061bf487-d009-4f40-a054-b0a9265453b2,127eae22-a18a-418b-955a-946672cb3902
MSME-00247,2026-05,13,253109.26,15186.56,15186.56,2026-06-15,2026-06-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,74f50003-b2c3-4926-aee8-cf83a741b5b2,127eae22-a18a-418b-955a-946672cb3902
MSME-00247,2026-06,13,243672.25,14620.33,14620.33,2026-07-15,2026-07-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,ad0283cc-5578-48f1-a2d5-09831cac0ef5,127eae22-a18a-418b-955a-946672cb3902
MSME-00251,2024-07,53,981948.23,58916.89,58916.89,2024-08-15,2024-08-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,4bfb6fb5-8a8f-49b4-aac3-44069e1c3b69,6c63d235-79bf-4a4b-8d21-cc52fe793d6d
MSME-00251,2024-08,53,999289.09,59957.35,59957.35,2024-09-15,2024-09-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,2ffc8c66-bcfa-4cde-8b13-cbff413b1089,6c63d235-79bf-4a4b-8d21-cc52fe793d6d
MSME-00251,2024-09,53,899579.26,53974.76,53974.76,2024-10-15,2024-10-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,203371d7-1cb8-4bac-97f0-ed59c9cf8970,6c63d235-79bf-4a4b-8d21-cc52fe793d6d
MSME-00251,2024-10,53,882370.56,52942.23,52942.23,2024-11-15,2024-11-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,417e43dc-259d-4f1b-aef5-201bcbf4df6e,6c63d235-79bf-4a4b-8d21-cc52fe793d6d
MSME-00251,2024-11,53,996767.38,59806.04,59806.04,2024-12-15,2024-12-18,epfo_contributions,2026-07-07T17:29:40.342070+00:00,3dbb333b-34b0-4234-b9dc-fc176c44f0a0,6c63d235-79bf-4a4b-8d21-cc52fe793d6d
MSME-00251,2024-12,54,955836.88,57350.21,57350.21,2025-01-15,2025-01-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,3df86944-d057-4293-aa25-b4eaa7419505,6c63d235-79bf-4a4b-8d21-cc52fe793d6d
MSME-00251,2025-01,55,943007.86,56580.47,56580.47,2025-02-15,2025-02-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,9275dfbe-9e7d-4020-aa45-409437a37f44,6c63d235-79bf-4a4b-8d21-cc52fe793d6d
MSME-00251,2025-02,57,1097822.56,65869.35,65869.35,2025-03-15,2025-03-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,c1631330-c48a-45ca-8a5e-66efb9fca92c,6c63d235-79bf-4a4b-8d21-cc52fe793d6d
MSME-00251,2025-03,56,1099008.13,65940.49,65940.49,2025-04-15,,epfo_contributions,2026-07-07T17:29:40.342070+00:00,6b41f727-eae8-46ed-a451-447bc781a5b8,6c63d235-79bf-4a4b-8d21-cc52fe793d6d
MSME-00251,2025-04,58,1130026.92,67801.62,67801.62,2025-05-15,2025-05-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,71a4afcc-d97c-4c84-a153-133d020a8465,6c63d235-79bf-4a4b-8d21-cc52fe793d6d
MSME-00251,2025-05,59,1106818.82,66409.13,66409.13,2025-06-15,2025-06-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,dcec8e8a-5b3d-4ad3-9f47-03845e5df9fb,6c63d235-79bf-4a4b-8d21-cc52fe793d6d
MSME-00251,2025-06,58,1101724.5,66103.47,66103.47,2025-07-15,2025-07-18,epfo_contributions,2026-07-07T17:29:40.342070+00:00,54fa4577-cbde-469b-9f34-04fad4d0b111,6c63d235-79bf-4a4b-8d21-cc52fe793d6d
MSME-00251,2025-07,59,982735.1,58964.11,58964.11,2025-08-15,2025-08-20,epfo_contributions,2026-07-07T17:29:40.342070+00:00,b129559a-5aec-41ea-938f-1a20afebfb15,6c63d235-79bf-4a4b-8d21-cc52fe793d6d
MSME-00251,2025-08,61,1043060.14,62583.61,62583.61,2025-09-15,2025-09-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,0fb23b20-600d-41c0-813f-19d1fc803f51,6c63d235-79bf-4a4b-8d21-cc52fe793d6d
MSME-00251,2025-09,63,1191401.59,71484.1,71484.1,2025-10-15,2025-10-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,2a425b79-87b5-4b57-8705-94e2fb34bd35,6c63d235-79bf-4a4b-8d21-cc52fe793d6d
MSME-00251,2025-10,64,1095053.14,65703.19,65703.19,2025-11-15,2025-11-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,bc325cc9-bd65-4639-977f-b5933f09595f,6c63d235-79bf-4a4b-8d21-cc52fe793d6d
MSME-00251,2025-11,65,1190323.33,71419.4,71419.4,2025-12-15,2025-12-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,68d851de-10ab-4331-acf3-c857f1b1faff,6c63d235-79bf-4a4b-8d21-cc52fe793d6d
MSME-00251,2025-12,65,1087112.36,65226.74,65226.74,2026-01-15,2026-01-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,34c575b6-ca04-4733-8a9e-cbf239ed3614,6c63d235-79bf-4a4b-8d21-cc52fe793d6d
MSME-00251,2026-01,66,1253254.51,75195.27,75195.27,2026-02-15,2026-02-20,epfo_contributions,2026-07-07T17:29:40.342070+00:00,9c2a5143-265f-495c-94f8-8114cdc97401,6c63d235-79bf-4a4b-8d21-cc52fe793d6d
MSME-00251,2026-02,65,1131144.52,67868.67,67868.67,2026-03-15,2026-03-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,a1514d30-5c9a-405a-ad2e-2acdfbaff55a,6c63d235-79bf-4a4b-8d21-cc52fe793d6d
MSME-00251,2026-03,64,1112207.34,66732.44,66732.44,2026-04-15,2026-04-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,0a16b66c-b5c7-4e4e-b1dd-8fd9cc301667,6c63d235-79bf-4a4b-8d21-cc52fe793d6d
MSME-00251,2026-04,65,1217773.46,73066.41,73066.41,2026-05-15,2026-05-21,epfo_contributions,2026-07-07T17:29:40.342070+00:00,a189b969-7812-4ae6-a0ab-9a4adf9abefa,6c63d235-79bf-4a4b-8d21-cc52fe793d6d
MSME-00251,2026-05,64,1164828.32,69889.7,69889.7,2026-06-15,2026-06-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,b94cc534-1a49-4ef1-b7ea-1ecf4879ba74,6c63d235-79bf-4a4b-8d21-cc52fe793d6d
MSME-00251,2026-06,65,1086974.1,65218.45,65218.45,2026-07-15,2026-07-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,6f9abae6-fe53-4eaa-aa98-1ef94a29a803,6c63d235-79bf-4a4b-8d21-cc52fe793d6d
MSME-00252,2024-07,41,716137.41,42968.24,42968.24,2024-08-15,2024-08-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,eb16a551-54cb-414c-8373-7b6282830eb1,aebbb86c-8514-4732-b609-ddc38490b293
MSME-00252,2024-08,42,682696.88,40961.81,40961.81,2024-09-15,2024-09-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,6eb77910-c811-42d3-994c-88aed1e811ee,aebbb86c-8514-4732-b609-ddc38490b293
MSME-00252,2024-09,43,751688.71,45101.32,45101.32,2024-10-15,2024-10-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,428729d8-0bc7-4649-8d93-12b6671435d3,aebbb86c-8514-4732-b609-ddc38490b293
MSME-00252,2024-10,44,790562.28,47433.74,47433.74,2024-11-15,2024-11-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,af480195-41da-4af8-94c1-525c11f0560f,aebbb86c-8514-4732-b609-ddc38490b293
MSME-00252,2024-11,44,798381.05,47902.86,47902.86,2024-12-15,2024-12-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,5e123dd5-1d73-45d7-96ba-487176c979a9,aebbb86c-8514-4732-b609-ddc38490b293
MSME-00252,2024-12,45,861868.01,51712.08,51712.08,2025-01-15,2025-01-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,adf29b33-12c1-44f4-827c-5661b30a07a4,aebbb86c-8514-4732-b609-ddc38490b293
MSME-00252,2025-01,46,773109.3,46386.56,46386.56,2025-02-15,2025-02-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,5aef0002-e7dd-4e1e-b007-779928669c27,aebbb86c-8514-4732-b609-ddc38490b293
MSME-00252,2025-02,46,848578.7,50914.72,50914.72,2025-03-15,2025-03-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,10677144-306d-4fe9-a38b-74fe9446bf4e,aebbb86c-8514-4732-b609-ddc38490b293
MSME-00252,2025-03,46,763656.89,45819.41,45819.41,2025-04-15,2025-04-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,16e5ab5a-bd38-4b36-b47e-a328905ad545,aebbb86c-8514-4732-b609-ddc38490b293
MSME-00252,2025-04,45,762526.82,45751.61,45751.61,2025-05-15,2025-05-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,5c1f2718-81f8-4972-a52e-7b5c70029e36,aebbb86c-8514-4732-b609-ddc38490b293
MSME-00252,2025-05,45,811512.19,48690.73,48690.73,2025-06-15,2025-06-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,d03d2f41-7832-478b-8897-1d71c8d9a153,aebbb86c-8514-4732-b609-ddc38490b293
MSME-00252,2025-06,46,769876.45,46192.59,46192.59,2025-07-15,2025-07-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,3313c832-8e17-4629-b8a9-408a57b33d17,aebbb86c-8514-4732-b609-ddc38490b293
MSME-00252,2025-07,47,805257.57,48315.45,48315.45,2025-08-15,2025-08-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,43a4927e-31ea-48ed-a42a-35b82718b2f8,aebbb86c-8514-4732-b609-ddc38490b293
MSME-00252,2025-08,48,883228.72,52993.72,52993.72,2025-09-15,2025-09-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,2d95f2c7-6733-485a-9b55-b1a804128b13,aebbb86c-8514-4732-b609-ddc38490b293
MSME-00252,2025-09,49,802982.5,48178.95,48178.95,2025-10-15,2025-10-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,acff1861-d422-4d6f-b304-6e3b3e403cf8,aebbb86c-8514-4732-b609-ddc38490b293
MSME-00252,2025-10,49,969795.73,58187.74,58187.74,2025-11-15,2025-11-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,ced6680c-a31e-4c3a-a760-3da42f036298,aebbb86c-8514-4732-b609-ddc38490b293
MSME-00252,2025-11,49,825623.55,49537.41,49537.41,2025-12-15,2025-12-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,5a1df873-4712-4ac7-b85d-63df5cf3b5ec,aebbb86c-8514-4732-b609-ddc38490b293
MSME-00252,2025-12,49,898177.72,53890.66,53890.66,2026-01-15,2026-01-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,947e68ea-7867-4391-a922-85a76fe892a3,aebbb86c-8514-4732-b609-ddc38490b293
MSME-00252,2026-01,49,958712.24,57522.73,57522.73,2026-02-15,2026-02-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,72d7a380-5c11-41b1-836d-9100cff13f00,aebbb86c-8514-4732-b609-ddc38490b293
MSME-00252,2026-02,50,965621.91,57937.31,57937.31,2026-03-15,2026-03-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,0341a8aa-9d54-46e0-9d40-7fc1012f80f7,aebbb86c-8514-4732-b609-ddc38490b293
MSME-00252,2026-03,48,872574.15,52354.45,52354.45,2026-04-15,2026-04-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,9912a64d-d573-4103-9a78-07cafeffc004,aebbb86c-8514-4732-b609-ddc38490b293
MSME-00252,2026-04,48,946541.64,56792.5,56792.5,2026-05-15,2026-05-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,06064a2b-c442-452b-8965-0509856dbc92,aebbb86c-8514-4732-b609-ddc38490b293
MSME-00252,2026-05,48,919447.16,55166.83,55166.83,2026-06-15,2026-06-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,ae14cae4-606f-4dff-a4c5-7e936869d447,aebbb86c-8514-4732-b609-ddc38490b293
MSME-00252,2026-06,48,829403.61,49764.22,49764.22,2026-07-15,2026-07-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,e291154e-fd4c-487c-82f6-6e29ce199d00,aebbb86c-8514-4732-b609-ddc38490b293
MSME-00256,2024-07,21,379175.35,22750.52,22750.52,2024-08-15,2024-08-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,71cfa9e3-c3e5-441c-ba54-2048d3c5e639,0abbfe2f-ba67-46ae-8aec-7e369285ada6
MSME-00256,2024-08,21,371239.37,22274.36,22274.36,2024-09-15,2024-09-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,b9ada1ba-bf4a-4aab-8433-55deb474b579,0abbfe2f-ba67-46ae-8aec-7e369285ada6
MSME-00256,2024-09,21,387899.34,23273.96,23273.96,2024-10-15,2024-10-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,27e05a4c-f587-45da-8801-f5e295dabaf7,0abbfe2f-ba67-46ae-8aec-7e369285ada6
MSME-00256,2024-10,21,365032.03,21901.92,21901.92,2024-11-15,2024-11-18,epfo_contributions,2026-07-07T17:29:40.342070+00:00,ca6c4dab-a11a-4822-be42-a8780b8f91e3,0abbfe2f-ba67-46ae-8aec-7e369285ada6
MSME-00256,2024-11,21,404660.59,24279.64,24279.64,2024-12-15,2024-12-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,49a0ee59-d993-4a07-8096-78f605e2c640,0abbfe2f-ba67-46ae-8aec-7e369285ada6
MSME-00256,2024-12,21,393836.04,23630.16,23630.16,2025-01-15,2025-01-25,epfo_contributions,2026-07-07T17:29:40.342070+00:00,4e5aaba4-0520-47da-b4c7-885bcd70188f,0abbfe2f-ba67-46ae-8aec-7e369285ada6
MSME-00256,2025-01,21,384443.53,23066.61,23066.61,2025-02-15,2025-02-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,bcb7ad37-d9cb-44da-9c97-704e36a3fcc9,0abbfe2f-ba67-46ae-8aec-7e369285ada6
MSME-00256,2025-02,21,369078.02,22144.68,22144.68,2025-03-15,2025-03-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,23913906-ee56-4425-8a4a-3d975bdb4385,0abbfe2f-ba67-46ae-8aec-7e369285ada6
MSME-00256,2025-03,21,395327.4,23719.64,23719.64,2025-04-15,2025-04-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,4f0bedfa-c71e-41ca-925f-53472b66f18b,0abbfe2f-ba67-46ae-8aec-7e369285ada6
MSME-00256,2025-04,21,341825.5,20509.53,20509.53,2025-05-15,2025-05-21,epfo_contributions,2026-07-07T17:29:40.342070+00:00,8582b5b8-37b4-414e-9cdf-b48ac0b80dc1,0abbfe2f-ba67-46ae-8aec-7e369285ada6
MSME-00256,2025-05,21,410073.8,24604.43,24604.43,2025-06-15,2025-06-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,c978e310-dbf8-4d13-a81d-95319d71f293,0abbfe2f-ba67-46ae-8aec-7e369285ada6
MSME-00256,2025-06,21,385287.05,23117.22,23117.22,2025-07-15,2025-07-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,0687b42a-6641-4b4a-a758-7931008c9e34,0abbfe2f-ba67-46ae-8aec-7e369285ada6
MSME-00256,2025-07,21,368652.86,22119.17,22119.17,2025-08-15,2025-08-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,cbc4ec96-6f59-4c42-a705-1be8404689cf,0abbfe2f-ba67-46ae-8aec-7e369285ada6
MSME-00256,2025-08,21,352160.82,21129.65,21129.65,2025-09-15,2025-09-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,6c8a2963-9d1b-47c2-909d-bbc59b939aaf,0abbfe2f-ba67-46ae-8aec-7e369285ada6
MSME-00256,2025-09,21,376634.39,22598.06,22598.06,2025-10-15,2025-10-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,7cce0661-5968-4574-bb6d-c3926d68d909,0abbfe2f-ba67-46ae-8aec-7e369285ada6
MSME-00256,2025-10,22,406987.95,24419.28,24419.28,2025-11-15,2025-11-20,epfo_contributions,2026-07-07T17:29:40.342070+00:00,3973dbe0-b1c4-446c-8988-1781d3f39d08,0abbfe2f-ba67-46ae-8aec-7e369285ada6
MSME-00256,2025-11,22,384082.3,23044.94,23044.94,2025-12-15,2025-12-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,7a19b1d6-c843-4168-8173-b47674cf8fa0,0abbfe2f-ba67-46ae-8aec-7e369285ada6
MSME-00256,2025-12,22,435474.43,26128.47,26128.47,2026-01-15,2026-01-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,09ec6c05-7b45-4d57-a392-15edf8611297,0abbfe2f-ba67-46ae-8aec-7e369285ada6
MSME-00256,2026-01,22,433639.5,26018.37,26018.37,2026-02-15,2026-02-18,epfo_contributions,2026-07-07T17:29:40.342070+00:00,ffaa9622-515c-4249-92db-e4df658c0853,0abbfe2f-ba67-46ae-8aec-7e369285ada6
MSME-00256,2026-02,22,413646.44,24818.79,24818.79,2026-03-15,2026-03-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,74e0bad6-7a6b-4a45-a7a5-8500472c0ae9,0abbfe2f-ba67-46ae-8aec-7e369285ada6
MSME-00256,2026-03,22,433977.08,26038.62,26038.62,2026-04-15,2026-04-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,24f5451d-179e-478f-b3c7-4164f391e294,0abbfe2f-ba67-46ae-8aec-7e369285ada6
MSME-00256,2026-04,22,393057.17,23583.43,23583.43,2026-05-15,2026-05-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,170972df-33b9-4032-8742-068552ca4c04,0abbfe2f-ba67-46ae-8aec-7e369285ada6
MSME-00256,2026-05,22,361487.44,21689.25,21689.25,2026-06-15,2026-06-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,28a15854-fe3e-4634-892b-426586913079,0abbfe2f-ba67-46ae-8aec-7e369285ada6
MSME-00256,2026-06,22,405084.31,24305.06,24305.06,2026-07-15,2026-07-24,epfo_contributions,2026-07-07T17:29:40.342070+00:00,7d432b69-b751-4ff0-a4dd-0586a7fe0d5f,0abbfe2f-ba67-46ae-8aec-7e369285ada6
MSME-00257,2024-07,26,439198.43,26351.91,26351.91,2024-08-15,2024-08-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,326d3120-b517-4939-bd6b-1dca087acad1,5be4b22c-a607-4017-9c91-d2dc9469463c
MSME-00257,2024-08,26,442026.15,26521.57,26521.57,2024-09-15,,epfo_contributions,2026-07-07T17:29:40.342070+00:00,8803ddad-5c15-4e99-9b9a-761a025d10c0,5be4b22c-a607-4017-9c91-d2dc9469463c
MSME-00257,2024-09,25,407600.33,24456.02,24456.02,2024-10-15,2024-10-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,0e48b1b7-a67c-4829-9817-00f08466033a,5be4b22c-a607-4017-9c91-d2dc9469463c
MSME-00257,2024-10,24,430004.21,25800.25,25800.25,2024-11-15,2024-11-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,3ea6cd7b-00d0-4dde-8e95-5e0d6795e273,5be4b22c-a607-4017-9c91-d2dc9469463c
MSME-00257,2024-11,24,407016.46,24420.99,24420.99,2024-12-15,2024-12-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,ff1f2a50-1855-451e-a7f8-98b366dc44aa,5be4b22c-a607-4017-9c91-d2dc9469463c
MSME-00257,2024-12,24,439471.43,26368.29,26368.29,2025-01-15,2025-01-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,966b70d0-11ff-4c54-ab66-5047ea204ea8,5be4b22c-a607-4017-9c91-d2dc9469463c
MSME-00257,2025-01,24,439889.11,26393.35,26393.35,2025-02-15,2025-02-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,cc795291-14d0-4709-8893-87f3d1c75c0e,5be4b22c-a607-4017-9c91-d2dc9469463c
MSME-00257,2025-02,24,430787.08,25847.22,25847.22,2025-03-15,2025-03-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,ac1a0d8f-758d-4ed0-9d0b-345d21328181,5be4b22c-a607-4017-9c91-d2dc9469463c
MSME-00257,2025-03,24,446114.14,26766.85,26766.85,2025-04-15,,epfo_contributions,2026-07-07T17:29:40.342070+00:00,bacfffad-3afc-4950-acba-2d4b76325b43,5be4b22c-a607-4017-9c91-d2dc9469463c
MSME-00257,2025-04,24,453953.68,27237.22,27237.22,2025-05-15,2025-05-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,c78622c9-e684-4856-88c2-c43620390a65,5be4b22c-a607-4017-9c91-d2dc9469463c
MSME-00257,2025-05,24,399417.35,23965.04,23965.04,2025-06-15,2025-06-25,epfo_contributions,2026-07-07T17:29:40.342070+00:00,b905020b-dc20-4af1-9994-44e746a8a3a8,5be4b22c-a607-4017-9c91-d2dc9469463c
MSME-00257,2025-06,24,460518.31,27631.1,27631.1,2025-07-15,2025-07-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,9e181286-b1c3-4596-ac49-f811815f4a25,5be4b22c-a607-4017-9c91-d2dc9469463c
MSME-00257,2025-07,23,415780.72,24946.84,24946.84,2025-08-15,2025-08-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,e2eae94c-a847-4a14-8f42-1e0e68e5a415,5be4b22c-a607-4017-9c91-d2dc9469463c
MSME-00257,2025-08,22,407134.49,24428.07,24428.07,2025-09-15,2025-09-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,b9d1981e-6de4-4418-b455-626a6a85e3a0,5be4b22c-a607-4017-9c91-d2dc9469463c
MSME-00257,2025-09,21,361504.38,21690.26,21690.26,2025-10-15,2025-11-01,epfo_contributions,2026-07-07T17:29:40.342070+00:00,38cb7271-5348-4f2b-be71-260e8e8aa5dc,5be4b22c-a607-4017-9c91-d2dc9469463c
MSME-00257,2025-10,21,369458.81,22167.53,22167.53,2025-11-15,2025-12-01,epfo_contributions,2026-07-07T17:29:40.342070+00:00,c3088bd2-6285-4ea9-8b4a-b657f0d6b707,5be4b22c-a607-4017-9c91-d2dc9469463c
MSME-00257,2025-11,21,389688.86,23381.33,23381.33,2025-12-15,2025-12-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,8f86f28c-2a94-460b-a722-53181dbebbcc,5be4b22c-a607-4017-9c91-d2dc9469463c
MSME-00257,2025-12,21,356015.63,21360.94,21360.94,2026-01-15,2026-01-31,epfo_contributions,2026-07-07T17:29:40.342070+00:00,7957a86a-8910-40d6-8878-236fa141fe36,5be4b22c-a607-4017-9c91-d2dc9469463c
MSME-00257,2026-01,21,377219.71,22633.18,22633.18,2026-02-15,2026-02-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,fd519078-a758-47f2-8389-3aec3af0df56,5be4b22c-a607-4017-9c91-d2dc9469463c
MSME-00257,2026-02,20,385221.16,23113.27,23113.27,2026-03-15,2026-03-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,993f1c23-27fc-41c5-8ebe-e49cb0356e98,5be4b22c-a607-4017-9c91-d2dc9469463c
MSME-00257,2026-03,20,365739.36,21944.36,21944.36,2026-04-15,2026-04-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,cb2cdb34-d8b0-452f-b809-53e30dadad30,5be4b22c-a607-4017-9c91-d2dc9469463c
MSME-00257,2026-04,20,356029.18,21361.75,21361.75,2026-05-15,2026-06-05,epfo_contributions,2026-07-07T17:29:40.342070+00:00,33941b11-91ca-4914-bd64-0fefee9cf587,5be4b22c-a607-4017-9c91-d2dc9469463c
MSME-00257,2026-05,19,351866.03,21111.96,21111.96,2026-06-15,2026-07-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,45204315-8f7d-41a4-ade3-3d1026b3e98d,5be4b22c-a607-4017-9c91-d2dc9469463c
MSME-00257,2026-06,19,336451.87,20187.11,20187.11,2026-07-15,2026-08-04,epfo_contributions,2026-07-07T17:29:40.342070+00:00,5f5ccfa8-ebed-4fdb-90bf-137fb84c67ef,5be4b22c-a607-4017-9c91-d2dc9469463c
MSME-00262,2024-07,44,820871.44,49252.29,49252.29,2024-08-15,2024-08-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,65745d2b-bb9b-4deb-b461-71f3e87357a9,b8c278ea-22f3-41e9-85ba-9f05b4d030d7
