borrower_id,tier,sector,has_epfo,is_gst_registered,balance_sheet_available,has_bureau_record,has_existing_loan,has_collateral,current_ratio,leverage_ratio,dscr,interest_coverage_ratio,cash_flow_match_ratio,revenue_cagr_3yr,projected_revenue_growth_rate,customer_concentration_pct,supplier_concentration_pct,turnover_bank_ratio,gst_bank_consistency_flag,bureau_score,credit_limit_utilization_pct,bureau_report_date,owner_time_in_business_years,civil_suit_years_since_active,other_legal_dispute_years_since_active,cheque_bounce_rate,cheque_bounce_count_annualized,net_worth_to_assets_ratio,collateral_type,construction_status,estimated_value_inr,compliance_window_months,utility_payment_timeliness,rent_payment_timeliness,salary_payment_timeliness,gst_ontime_filing_ratio,gst_missed_filing_rate,gst_avg_filing_delay_days,gst_compliance_window_periods,epfo_ontime_remittance_ratio,epfo_compliance_window_periods,covenant_compliance_flag,capacity__current_ratio_status,capacity__leverage_ratio_status,capacity__dscr_status,capacity__interest_coverage_ratio_status,capacity__cash_flow_match_ratio_status,capacity__revenue_cagr_3yr_status,capacity__projected_revenue_growth_rate_status,capacity__customer_concentration_pct_status,capacity__supplier_concentration_pct_status,character__bureau_score_status,character__civil_suit_years_since_active_status,character__other_legal_dispute_years_since_active_status,character__owner_time_in_business_years_status,character__cheque_bounce_rate_status,capital__net_worth_to_assets_ratio_status,compliance__covenant_compliance_flag_status,compliance__gst_ontime_filing_ratio_status,compliance__epfo_ontime_remittance_ratio_status,compliance__utility_payment_timeliness_status,compliance__rent_payment_timeliness_status,compliance__salary_payment_timeliness_status,collateral__collateral_quality_score_status
MSME-00203,A,trading,False,True,False,False,True,False,,,10.0,10.0,100.0,0.11,0.1262,34.0,42.96,1.6735119941981285,consistent,,,,5.5,3.64,100.0,0.0047,16.0,,,,,6,1.0,1.0,1.0,1.0,0.0,-1.5,6.0,,,1.0,not_applicable,not_applicable,available,available,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,available,available,not_applicable,available,available,available,not_applicable
MSME-00204,A,services,False,True,True,False,True,False,2.569,0.859,10.0,10.0,100.0,0.34,0.1349,46.5,53.51,1.0038106356311671,consistent,,,,4.2,100.0,100.0,0.0025,9.0,0.5366,,,,6,1.0,0.833,0.833,0.667,0.0,0.5,6.0,,,,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00205,A,trading,False,True,True,False,False,False,1.608,3.771,,,100.0,-0.22,0.0128,35.62,55.82,1.392593254479005,consistent,,,,2.3,100.0,100.0,0.0145,36.0,0.5002,,,,6,0.333,0.833,0.833,0.667,0.0,0.83,6.0,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00206,A,services,False,True,False,True,False,False,,,,,100.0,-0.04,0.1197,30.42,40.92,1.3831976799975736,consistent,764.0,7.8,2026-05-12,1.2,100.0,100.0,0.0033,6.0,,,,,6,1.0,1.0,0.833,0.833,0.167,-1.6,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00207,A,trading,False,False,False,False,False,False,,,,,90.42,-0.15,-0.0871,34.77,38.64,,unscoreable,,,,5.8,100.0,100.0,0.044,81.0,,,,,6,0.333,0.333,0.667,,,,,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,not_applicable
MSME-00208,C,retail,True,True,False,True,False,True,,,,,90.13,0.09,0.1284,42.43,30.41,0.9012986179178916,consistent,776.0,44.7,2026-06-24,11.8,100.0,100.0,0.0064,9.0,,residential,constructed,19720165.26,6,1.0,0.833,1.0,0.833,0.0,-0.33,6.0,1.0,6.0,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,available,available,available,available,available
MSME-00209,A,services,False,True,True,True,False,False,1.678,1.255,,,90.1,,0.0124,40.23,33.85,0.9010376902480396,consistent,648.0,53.3,2026-05-31,1.4,100.0,100.0,0.016,37.76,0.3116,,,,4,0.25,0.5,0.75,0.833,0.0,-0.67,6.0,,,,available,available,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,available,available,available,available,insufficient_data,available,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00210,A,manufacturing,False,True,True,True,False,False,2.251,0.648,,,46.1,,0.1311,34.38,33.97,0.4609653913965629,consistent,756.0,37.0,2026-05-24,2.3,100.0,100.0,0.0059,21.47,0.5717,,,,3,0.333,0.667,0.667,1.0,0.0,-1.5,6.0,,,,available,available,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,available,available,available,available,insufficient_data,available,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00211,C,services,True,True,True,False,True,True,1.131,3.615,10.0,10.0,100.0,-0.26,0.0133,31.91,43.64,2.2765451151640947,consistent,,,,10.0,100.0,100.0,0.0161,40.0,0.2574,residential,bare_plot,64089424.91,6,0.833,0.5,0.833,0.667,0.0,0.5,6.0,0.833,6.0,,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00212,A,services,False,True,False,False,False,False,,,,,100.0,0.01,0.011,36.15,31.61,1.4295410062560152,consistent,,,,4.8,100.0,100.0,0.0128,31.91,,,,,6,0.667,0.833,0.833,0.833,0.0,0.0,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00213,A,trading,False,True,False,False,False,False,,,,,100.0,0.4,0.1211,32.03,31.91,1.109093864536032,consistent,,,,2.2,100.0,100.0,0.005,18.0,,,,,6,1.0,0.833,1.0,0.833,0.167,-2.4,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00214,C,trading,True,True,True,True,False,True,0.893,6.088,,,100.0,-0.19,-0.0915,55.56,28.98,1.1657046851316617,consistent,588.0,91.4,2026-05-07,9.8,100.0,100.0,0.0347,31.43,0.1972,residential,constructed,28624567.69,6,0.833,0.833,0.667,0.333,0.0,14.33,6.0,0.667,6.0,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00215,C,retail,True,True,True,True,False,True,2.146,0.341,,,100.0,0.2,0.125,41.55,31.55,1.6457488621435588,consistent,786.0,63.6,2026-05-12,7.5,100.0,100.0,0.0049,10.0,0.4159,commercial,bare_plot,45538938.68,6,0.833,1.0,0.833,0.833,0.0,0.0,6.0,1.0,6.0,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00216,C,services,True,True,True,True,True,True,1.954,0.562,10.0,10.0,100.0,0.03,0.1228,33.88,34.9,2.561790899052539,bank_inflow_much_higher_than_declared,744.0,18.6,2026-05-10,19.1,100.0,100.0,0.0038,13.96,0.4708,residential,bare_plot,85716783.94,6,1.0,0.833,0.833,1.0,0.0,-1.67,6.0,1.0,6.0,1.0,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available
MSME-00217,A,services,False,True,False,False,False,True,,,,,100.0,-0.19,0.0141,31.74,32.77,1.617710762842293,consistent,,,,3.2,100.0,100.0,0.0122,30.0,,residential,bare_plot,63024149.68,6,1.0,0.833,0.833,0.5,0.0,2.33,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,available
MSME-00218,A,retail,False,True,True,True,False,True,0.889,9.262,,,100.0,-0.6,-0.0863,45.62,34.49,8.862549667810272,bank_inflow_much_higher_than_declared,604.0,95.8,2026-05-18,2.3,100.0,100.0,0.0397,62.0,0.1405,commercial,constructed,78304369.65,6,0.667,0.667,0.833,0.167,0.5,16.67,6.0,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,available
MSME-00219,C,retail,True,True,True,True,True,True,2.237,0.449,6.771,10.0,100.0,0.28,0.1255,30.94,36.28,1.4561870747151424,consistent,754.0,34.8,2026-05-18,5.6,100.0,100.0,0.0027,6.0,0.4347,industrial,constructed,76543772.13,6,0.833,0.833,0.833,0.833,0.0,-1.0,6.0,0.833,6.0,1.0,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available
MSME-00220,A,retail,False,True,False,False,False,True,,,,,74.4,,0.1303,29.67,36.57,0.7439872224966755,consistent,,,,3.0,100.0,100.0,0.003,10.43,,residential,constructed,110653236.42,3,0.667,0.667,0.667,1.0,0.0,-1.83,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,not_applicable,available,available,available,insufficient_data,not_applicable,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,available
MSME-00221,A,services,False,False,False,False,True,False,,,3.151,10.0,100.0,-0.52,-0.0875,31.56,33.55,,unscoreable,,,,6.2,100.0,100.0,0.0411,62.0,,,,,6,0.5,0.5,0.333,,,,,,,0.0,not_applicable,not_applicable,available,available,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,available,not_applicable,not_applicable,available,available,available,not_applicable
MSME-00222,A,manufacturing,False,True,True,False,False,False,2.109,2.808,,,100.0,-0.06,0.0128,37.98,48.48,1.6228430766990598,consistent,,,,0.9,100.0,100.0,0.0112,21.0,0.3263,,,,6,1.0,0.667,0.667,0.667,0.0,0.0,6.0,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00223,C,trading,True,True,False,True,False,False,,,,,100.0,-0.52,-0.0977,35.48,39.31,4.476694764500513,bank_inflow_much_higher_than_declared,636.0,100.0,2026-06-29,10.9,100.0,10.3,0.0432,80.78,,,,,6,0.667,0.833,0.833,0.5,0.167,8.4,6.0,0.5,6.0,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable
MSME-00224,C,manufacturing,True,True,True,True,True,False,1.5,2.068,5.89,9.711,36.37,0.34,0.0123,34.03,38.02,0.363717928115681,bank_inflow_much_lower_than_declared,590.0,64.3,2026-06-09,7.1,100.0,100.0,0.0239,30.0,0.4073,,,,6,0.833,1.0,0.667,0.5,0.0,3.0,6.0,0.667,6.0,,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00225,A,trading,False,True,True,True,True,False,1.857,4.664,7.081,10.0,100.0,-0.27,0.0127,42.28,37.87,2.28998477106344,consistent,730.0,65.0,2026-06-16,5.8,0.0,100.0,0.0172,41.89,0.2401,,,,6,1.0,0.667,0.833,0.5,0.0,2.17,6.0,,,1.0,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,not_applicable
MSME-00226,C,manufacturing,True,True,True,True,False,False,2.39,0.271,,,100.0,0.22,0.1268,35.97,34.69,1.508647680924461,consistent,766.0,39.4,2026-06-24,9.3,100.0,100.0,0.0059,21.94,0.4243,,,,6,1.0,0.833,1.0,1.0,0.0,-2.33,6.0,1.0,6.0,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00227,A,services,False,True,False,False,False,False,,,,,25.68,-0.07,-0.0857,34.25,37.12,0.2567709387534138,bank_inflow_much_lower_than_declared,,,,9.5,100.0,100.0,0.0459,21.54,,,,,6,0.167,0.5,0.333,0.5,0.0,13.5,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00228,A,retail,False,False,True,True,False,True,2.265,0.426,,,100.0,0.12,0.1388,31.51,34.62,,unscoreable,817.0,59.1,2026-06-20,5.7,100.0,100.0,0.0041,15.0,0.4404,residential,constructed,172735595.25,6,0.667,0.833,0.833,,,,,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,not_applicable,available,available,available,available
MSME-00229,C,services,True,True,True,True,True,True,1.27,2.422,4.521,10.0,100.0,-0.29,0.0133,35.7,35.77,1.8173602010884955,consistent,779.0,44.7,2026-05-17,9.8,100.0,100.0,0.0137,33.91,0.2318,industrial,constructed,159889039.91,6,0.833,1.0,0.667,0.833,0.0,-0.33,6.0,0.667,6.0,,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00230,A,services,False,True,True,True,False,False,2.304,0.416,,,100.0,0.11,0.1309,35.56,33.57,1.7131002390908163,consistent,712.0,50.6,2026-06-19,3.0,100.0,100.0,0.0033,11.97,0.5138,,,,6,1.0,0.833,0.833,1.0,0.0,-1.83,6.0,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00231,A,trading,False,True,True,True,False,False,1.84,2.108,,,55.92,0.16,0.012,39.56,34.85,0.5592094621054,consistent,559.0,62.6,2026-06-19,7.1,100.0,100.0,0.0148,36.0,0.3504,,,,6,0.833,0.667,0.833,1.0,0.0,-1.83,6.0,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00232,A,services,False,True,False,False,True,False,,,2.116,10.0,24.61,,0.0132,36.61,45.96,0.2461498579706847,bank_inflow_much_lower_than_declared,,,,6.5,100.0,100.0,0.0094,23.1,,,,,3,0.333,0.667,0.667,0.5,0.0,1.67,6.0,,,,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,not_applicable,available,available,available,insufficient_data,not_applicable,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00233,C,retail,True,True,True,True,True,True,1.199,3.71,10.0,10.0,74.87,0.26,0.0128,32.66,40.07,0.7486915868013787,consistent,732.0,64.3,2026-05-23,18.0,7.9,100.0,0.0145,35.0,0.3748,commercial,constructed,127213961.52,6,0.833,0.833,0.833,0.667,0.0,0.17,6.0,0.667,6.0,1.0,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available
MSME-00234,A,manufacturing,False,True,True,False,False,False,1.27,6.877,,,68.48,,-0.0989,31.5,34.46,0.6847535629034917,consistent,,,,4.2,100.0,100.0,0.0525,97.68,0.226,,,,3,0.333,0.0,0.667,0.667,0.0,6.17,6.0,,,,available,available,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,not_applicable,available,available,available,insufficient_data,available,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00235,C,retail,True,True,True,True,True,True,2.819,0.592,9.501,10.0,100.0,0.09,0.1206,43.13,51.92,1.084586476894528,consistent,831.0,47.7,2026-05-11,12.3,100.0,100.0,0.0022,8.0,0.4458,commercial,constructed,186834623.94,6,0.833,1.0,0.833,1.0,0.0,-1.83,6.0,1.0,6.0,,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00236,C,retail,True,True,True,True,True,False,1.722,2.547,5.302,10.0,100.0,-0.24,0.0132,34.83,39.73,2.129756547157989,consistent,661.0,41.9,2026-05-17,9.4,100.0,100.0,0.0198,36.9,0.3437,,,,6,0.833,0.5,0.833,0.667,0.0,1.33,6.0,0.833,6.0,1.0,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable
MSME-00237,A,services,False,False,True,False,False,False,2.302,0.47,,,100.0,0.12,0.1322,47.19,31.15,,unscoreable,,,,3.6,100.0,100.0,0.0054,9.97,0.4485,,,,6,0.5,0.833,0.833,,,,,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,not_applicable,not_applicable,available,available,available,not_applicable
MSME-00238,C,services,True,True,True,True,False,False,2.251,0.372,,,60.61,0.25,0.1207,35.6,58.76,0.6060545182115418,consistent,723.0,40.3,2026-05-21,4.9,7.38,100.0,0.0053,7.0,0.4253,,,,6,0.833,0.833,1.0,1.0,0.0,-1.5,6.0,1.0,6.0,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00239,A,services,False,True,False,True,False,False,,,,,100.0,0.05,0.1292,55.39,32.6,2.020918440107354,consistent,841.0,45.3,2026-06-24,1.9,100.0,100.0,0.0028,9.97,,,,,6,1.0,0.833,0.667,1.0,0.0,-2.0,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00240,A,trading,False,True,False,True,False,True,,,,,100.0,0.06,0.1302,47.13,36.05,1.125312562261243,consistent,781.0,29.3,2026-05-23,4.1,100.0,100.0,0.0039,14.0,,commercial,constructed,96567091.55,6,1.0,1.0,0.5,0.833,0.0,-1.17,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,available
MSME-00241,C,services,True,True,True,True,True,False,2.213,0.316,6.333,10.0,86.53,0.24,0.1206,37.21,40.6,0.865323966964281,consistent,827.0,44.2,2026-05-15,9.7,100.0,100.0,0.0036,13.0,0.4673,,,,6,1.0,0.667,1.0,1.0,0.0,-1.33,6.0,1.0,6.0,,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00242,C,services,True,True,True,True,True,False,1.533,6.651,6.717,10.0,100.0,-0.03,0.0123,45.71,35.7,1.4304384511067785,consistent,729.0,43.8,2026-06-17,8.8,100.0,100.0,0.0186,40.0,0.3254,,,,6,1.0,0.833,0.667,0.833,0.0,-1.0,6.0,0.833,6.0,,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00243,A,retail,False,True,True,False,False,False,2.098,1.396,,,35.15,0.37,0.0127,43.44,36.65,0.351475526291414,bank_inflow_much_lower_than_declared,,,,5.6,100.0,100.0,0.0114,15.0,0.339,,,,6,1.0,0.667,0.833,0.5,0.0,2.83,6.0,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00244,A,retail,False,True,True,False,False,False,1.291,2.294,,,100.0,-0.17,0.0138,35.64,53.82,1.7199024480961145,consistent,,,,12.1,100.0,100.0,0.0115,27.92,0.4393,,,,6,0.667,0.667,0.667,0.5,0.0,1.33,6.0,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00245,C,services,True,True,False,True,False,True,,,,,100.0,0.14,0.1231,31.19,44.1,1.6984453763916587,consistent,753.0,31.9,2026-05-22,18.3,100.0,100.0,0.0035,13.0,,residential,constructed,89422990.59,6,1.0,1.0,1.0,1.0,0.0,-1.17,6.0,1.0,6.0,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,available,available,available,available,available
MSME-00246,C,trading,True,True,True,False,True,True,1.843,0.183,5.834,10.0,59.77,0.26,0.1321,30.91,30.06,0.5976692498744416,consistent,,,,9.1,100.0,100.0,0.0037,13.96,0.5093,residential,constructed,165946686.7,6,1.0,1.0,1.0,1.0,0.0,-1.0,6.0,0.833,6.0,1.0,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available
MSME-00247,C,retail,True,True,False,True,True,True,,,10.0,10.0,100.0,0.11,0.1295,41.23,41.95,1.311250295017991,consistent,785.0,53.0,2026-06-06,6.7,100.0,100.0,0.0053,19.0,,commercial,bare_plot,152355146.63,6,0.833,0.833,1.0,1.0,0.0,-0.17,6.0,1.0,6.0,1.0,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,available
MSME-00248,A,manufacturing,False,True,False,False,True,False,,,7.705,10.0,100.0,0.12,0.0118,31.66,30.86,1.0196459596560417,consistent,,,,3.7,100.0,100.0,0.014,33.91,,,,,6,0.833,0.5,0.833,0.667,0.0,0.67,6.0,,,,not_applicable,not_applicable,available,available,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00249,A,services,False,True,False,False,False,False,,,,,100.0,-0.37,-0.0742,32.73,40.2,1.5897047704399296,consistent,,,,4.4,100.0,0.0,0.0377,70.19,,,,,6,0.5,0.5,0.667,0.167,0.167,24.4,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00250,A,retail,False,True,False,False,False,False,,,,,100.0,0.13,0.1346,47.08,35.41,1.107918475489328,consistent,,,,4.9,100.0,100.0,0.0037,14.0,,,,,6,1.0,0.833,1.0,1.0,0.0,-2.0,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00251,C,manufacturing,True,True,True,True,True,False,2.116,4.238,3.292,10.0,100.0,-0.34,0.0108,30.89,36.42,6.356963591706135,bank_inflow_much_higher_than_declared,606.0,55.3,2026-05-08,11.2,5.92,100.0,0.0169,42.0,0.4796,,,,6,1.0,0.667,0.667,0.833,0.0,-0.83,6.0,0.5,6.0,,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00252,C,trading,True,True,True,True,True,True,2.162,0.554,7.016,10.0,47.77,0.17,0.1424,30.95,38.25,0.4777331048510962,consistent,730.0,45.8,2026-06-17,16.0,100.0,100.0,0.0036,4.0,0.4217,residential,bare_plot,11222659.93,6,0.5,1.0,0.833,0.833,0.0,-1.0,6.0,1.0,6.0,1.0,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available
MSME-00253,A,services,False,True,True,False,False,False,1.877,0.407,,,60.42,0.09,0.1174,41.29,54.73,0.6041840164511652,consistent,,,,2.0,100.0,100.0,0.0031,3.02,0.3397,,,,6,1.0,0.667,1.0,1.0,0.0,-0.5,6.0,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00254,A,retail,False,True,False,False,True,False,,,2.322,10.0,100.0,0.14,0.1357,32.34,34.64,1.207183546429616,consistent,,,,1.0,100.0,100.0,0.0052,13.0,,,,,6,1.0,0.833,1.0,1.0,0.0,-1.33,6.0,,,1.0,not_applicable,not_applicable,available,available,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,available,available,not_applicable,available,available,available,not_applicable
MSME-00255,A,trading,False,False,False,True,False,True,,,,,86.27,0.2,0.1294,55.21,38.51,,unscoreable,794.0,46.9,2026-05-08,3.3,100.0,100.0,0.003,6.0,,commercial,constructed,65084150.88,6,1.0,0.833,0.833,,,,,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available
MSME-00256,C,retail,True,True,True,False,False,True,1.609,4.769,,,100.0,-0.16,0.0114,30.65,42.22,1.3164989514004424,consistent,,,,13.9,100.0,100.0,0.0184,30.0,0.3123,residential,constructed,40703895.27,6,0.667,0.667,0.5,0.667,0.0,1.67,6.0,1.0,6.0,,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00257,C,trading,True,True,False,True,True,True,,,2.184,3.462,72.84,-0.2,-0.079,49.75,34.25,0.7283775154457031,consistent,560.0,100.0,2026-05-30,14.9,100.0,100.0,0.0421,77.0,,residential,bare_plot,176107144.02,6,0.5,0.667,0.333,0.333,0.167,14.4,6.0,0.833,6.0,,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,available,available,available,available,available
MSME-00258,A,retail,False,True,True,False,False,False,2.669,0.307,,,100.0,-0.06,0.1534,51.87,33.4,1.386993434724397,consistent,,,,4.0,100.0,100.0,0.0024,3.98,0.4426,,,,6,1.0,1.0,0.833,1.0,0.0,-1.83,6.0,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00259,A,services,False,True,True,False,False,False,2.149,3.17,,,100.0,-0.2,0.0127,38.69,35.96,2.437434778470938,bank_inflow_much_higher_than_declared,,,,3.3,100.0,100.0,0.01,25.0,0.2563,,,,6,0.833,1.0,0.667,0.5,0.167,1.8,6.0,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00260,A,manufacturing,False,True,False,True,True,True,,,3.549,10.0,100.0,-0.1,0.0125,32.61,32.26,1.384104021568517,consistent,642.0,47.2,2026-05-11,4.3,100.0,100.0,0.0144,35.0,,commercial,constructed,143479502.79,6,1.0,0.667,0.667,0.667,0.0,1.33,6.0,,,,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,available
MSME-00261,A,retail,False,True,False,False,False,False,,,,,100.0,,-0.0857,32.65,31.29,1.1976325214541954,consistent,,,,3.0,1.18,100.0,0.0338,65.45,,,,,5,0.8,0.0,0.4,0.5,0.167,9.0,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,not_applicable,available,available,available,insufficient_data,not_applicable,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00262,C,trading,True,True,False,True,True,True,,,8.374,10.0,100.0,-0.14,0.013,40.3,42.57,1.2285013764591524,consistent,675.0,56.7,2026-06-06,22.1,100.0,100.0,0.0117,28.0,,residential,constructed,104310052.13,6,0.667,0.667,0.667,0.667,0.0,0.0,6.0,1.0,6.0,0.0,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,available
MSME-00263,A,retail,False,True,False,False,True,False,,,10.0,10.0,93.3,,0.1316,52.6,46.14,0.9330056326062957,consistent,,,,11.6,100.0,100.0,0.0028,10.0,,,,,3,0.667,0.667,0.667,1.0,0.0,-1.5,6.0,,,,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,not_applicable,available,available,available,insufficient_data,not_applicable,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
